audio,filename,Ladino,Español,Türkçe,English
,302-el-anyo-pasado-la-piesa-del.jpeg,"El anyo pasado la piesa del Dia del Judeo -Espanyol se yamava ""LOS MACHUKADOS"" i todos se aviyan ennamorado.","El año pasado, la obra del Día del Judeo-Español se llamaba ""LOS MACHUKADOS"" y había gustado a todos.","Geçen yıl Ladino Gününün oyununun adı ""LOS MACHUKADOS"" idi ve herkes bayılmıştı.","Last year the Ladino Day play was called ""LOS MACHUKADOS"" and everyone loved it."
,303-este-anyo-forti-barokas.jpeg,"Este anyo Forti Barokas es yene la autora de la piesa muzikal ""REKUERDOS"". La ovra yene es dirijida por Ferit Koen.","Este año, Forti Barokas es de nuevo la autora de la obra musical, ""REKUERDOS"". La obra está dirigida otra vez por Ferit Koen.","Bu yıl Forti Barokas yine ""REKUERDOS"" adlı müzikalin yazarı, Ferit Koen de yönetmeni oldu.","This year Forti Barokas is again the author of the musical ""REKUERDOS"". Ferit Koen is again the director of the play."
,304-los-aktores-de-la-piesa-muzikal.jpeg,"Los aktores de la piesa muzikal, ""REKUERDOS"", son yene el grupo teatral del Dostluk ke se izieron ""Amigos Para Siempre""","Los actores de la obra musical, ""REKUERDOS"" son del grupo de teatro del Dostluk. Ellos se hicieron ""Amigos para siempre"".","REKUERDOS"" piyesinin aktörleri Dostluk Yurdu'nun tiyatro grubundan. Onlar artık ""Amigos Para Siempre"" oldular (her zaman dost).","The actors of the musical ""REKUERDOS"" are from the Dostluk group of actors, who have become ""Amigos Para Siempre""."
,305-los-aktores-son-todos-amatores.jpeg,Los aktores son todos amatores i vienen a las provas de sus echos siempre cansado ama se arebiven en la prova.,Los actores son todos aficionados y vienen a los ensayos desde sus trabajos siempre cansado pero se animan en el ensayo.,Aktörlerin hepsi amatör ve provalara işlerinden yorgun argın gelmekteler ama provada canlanirlar.,The actors are all amateurs and always come to rehearsals from their jobs tired but are revived during rehearsal.
,306-kada-anyo-dizimos-este-anyo.jpeg,"Kada anyo dizimos ""este anyo es el dalkavo, mas no va djugar""ama el momento ke eskapamos le demandamos a Forti, ""ya estas eskrivyendo otra piesa?""!","Cada año decimos, ""este año es el último, no voy a actuar más"" pero el momento en el que terminamos, le preguntamos a Forti, ""¿estás escribiendo otra obra?""","Her sene, ""bu son, artık oynamayacağım"" deriz ama bittiği an Forti'ye, ""yeni bir piyes yazıyor musun? diye sorarız!","Every year we say, ""This year is the last, I  will not act any more"", and yet the moment it is over, we ask Forti, ""Are you writing a new play?"""
,307-el-teatro-es-komo-un-virus.jpeg,El teatro es komo un virus. Kuando entra en la sangre no sa va kolay kolay.,"El teatro es como un virus. Cuando entra en la sangre, no se va muy fácilmente.",Tiyatro bir virüs gibidir. Kana karıştı mı kolay kolay gitmez.,"Theatre is like a virus. Once it's in your blood, it does not leave easily."
,esperamos-tener-un-anyo-bueno.jpeg,Esperamos tener un anyo bueno kon salud buena I muncha felisidad.,Esperamos tener un año bueno con buena salud y mucha felicidad.,Sağlık ve mutlulukla dolu iyi bir yıl bekliyoruz.,We expect to have a healthy and happy new year.
,EXTRAS,,,,
,todos,Una fraza al dia,Una frase al día,Her güne bir cümle.,One sentence a day
,,Un poko de Gramer,Un Poco de Gramática,Biraz Dilbilgisi,A Little Grammar
